IMG_3998.jpeg,Скручивания на пресс,426.78194,779.30772,-10.0636,434.6797,757.96902,0.70998,441.72676,756.80178,0.68463,448.83142,755.26674,0.54118,419.89739,757.61147,22.99452,414.04067,756.472,23.27631,408.18853,755.50755,22.71218,461.19579,752.22298,63.13424,408.05646,751.32326,164.44483,443.80002,789.62261,8.14822,421.05476,790.00623,39.92186,536.84925,808.32413,25.94544,353.30621,807.42665,180.30143,585.12018,974.84047,-53.29012,330.84849,950.59372,100.83193,592.91874,1175.04948,-86.04097,345.71447,1038.17223,12.3028,611.39701,1223.70288,-114.4421,348.80377,1063.82996,-8.96013,581.69062,1246.61588,-144.81854,356.97472,1062.07141,-22.00605,566.40383,1227.07161,-95.58627,362.10105,1052.79568,11.8913,495.13526,952.61502,-45.59355,403.65351,963.4738,46.23204,435.78159,763.21106,-27.0204,330.51062,737.07957,-96.98609,459.04604,892.03377,-152.61763,301.84656,914.77223,-246.06558,469.9276,922.92163,-167.80852,305.91677,951.98547,-273.91503,452.96702,926.65501,-239.50698,310.38486,948.26277,-330.14531
IMG_4006.jpeg,Скручивания на пресс,551.72137,692.00505,495.62814,574.9484,690.58334,476.04659,580.705,693.08235,475.78586,586.76333,695.67173,475.7369,562.92516,691.89685,541.27337,559.41609,693.10526,541.00148,555.83516,694.3485,541.05794,598.11232,722.83064,386.91485,560.27557,722.28815,673.49611,556.34414,715.91481,459.14597,540.66179,713.13744,542.81342,584.99132,791.49518,225.69767,505.90351,799.16045,709.37109,490.04211,763.37667,230.24011,403.86551,804.85223,832.49474,544.67214,726.38218,374.47423,351.69569,776.5994,882.44386,562.41871,709.76129,386.97592,326.14106,763.15183,881.58434,566.56245,728.55003,376.80479,339.19679,767.49447,888.21092,558.06644,737.31733,377.58517,354.27298,775.25155,878.98523,387.92152,878.57135,-151.19918,348.42321,875.24412,152.99345,271.02415,705.19419,-315.57348,244.36908,717.04381,144.96587,286.27432,963.78452,-397.93786,221.18124,929.05806,70.78482,318.23114,1011.83923,-394.00986,246.62613,967.02165,56.05957,177.87294,1017.25992,-383.47857,134.65937,1006.01608,-28.0916
IMG_4007.jpeg,Скручивания на пресс,600.69227,714.67371,583.16187,628.04139,716.12827,556.39734,633.99554,719.7863,556.16918,640.18841,723.56919,556.32839,614.68646,715.1086,613.21447,611.21125,716.46601,612.66276,607.7464,717.79192,612.54165,649.24018,754.21806,466.28888,607.82867,747.64109,727.64875,603.4275,742.29234,546.51837,587.11896,737.42644,623.14635,625.01814,821.15871,291.11907,546.87144,822.98273,710.27795,526.54979,725.57383,373.63324,472.6571,805.45454,567.9313,582.77322,747.87821,693.40635,510.69763,785.08825,354.16053,604.33825,744.93849,713.11884,515.99094,769.13109,315.40089,604.82921,765.8108,689.7969,528.07198,783.00393,351.37682,595.72523,769.54156,689.5143,528.40062,795.94009,351.86036,394.54699,868.13688,-130.66684,348.36569,858.42942,135.25072,293.40984,700.97829,-366.12919,277.459,715.83753,69.17812,254.40435,966.36124,-501.96946,196.19458,932.41974,-240.84883,272.83771,1018.31522,-501.22478,206.76882,973.50319,-276.26308,149.33014,1007.78136,-468.55224,102.4063,1004.32558,-330.40819
IMG_4009.jpeg,Скручивания на пресс,242.87459,768.08839,-491.01742,232.86239,754.61727,-498.63653,235.58098,750.60431,-498.49963,238.35201,746.39679,-498.58303,224.31074,764.16093,-488.92057,220.15598,766.92837,-488.82493,216.27832,769.81976,-489.25982,238.17681,739.37233,-419.48668,207.38996,769.99861,-381.64396,255.40231,765.99473,-451.92583,244.60484,776.41179,-440.80357,273.65578,748.67332,-419.10499,236.8146,820.90472,-279.46639,304.94334,884.08768,-525.96442,292.04389,911.36847,-323.58344,230.03434,997.12285,-604.04722,232.18401,949.25729,-433.80818,218.34987,1031.82442,-658.34347,206.54879,954.27914,-476.36802,196.28838,1019.26007,-654.22539,192.42567,956.79755,-496.09956,204.75933,1007.67284,-602.43655,206.29445,952.42052,-447.70934,484.37796,802.68694,21.3085,480.14908,850.25006,-20.93942,480.39604,703.25273,-91.45911,530.76377,769.5594,-2.63503,582.41605,755.87145,230.88952,601.04979,768.01656,454.01562,593.26786,770.97279,269.78387,604.6812,781.75498,503.8957,614.53253,754.29043,228.62714,633.02053,718.43225,492.49667
IMG_4016.jpeg,Скручивания на пресс,690.28569,780.10442,70.72602,717.31287,781.6157,48.35625,720.99981,785.92635,48.50376,724.76833,790.3979,48.35744,711.35887,773.66011,84.67123,710.93755,771.61216,84.79989,710.34339,769.62183,84.68488,733.93361,808.88073,27.60633,716.53251,780.38213,198.02997,685.47316,798.56108,69.35313,678.07737,789.57214,118.56814,680.94362,863.69202,-87.34043,648.86445,799.85334,242.86269,625.50945,760.07449,-110.53918,568.48163,716.84039,4.14143,675.75044,736.31592,48.1756,651.93404,745.7392,-299.19617,691.59116,726.80585,38.07836,671.92571,752.55933,-341.9425,688.31,742.44706,32.85634,686.64376,763.88109,-315.83023,680.37331,745.06047,50.54008,676.97019,768.22388,-299.28678,352.78392,900.98938,-144.75405,351.88143,855.45483,145.00133,164.51969,686.27461,-234.59311,192.5023,711.37815,89.10939,176.43973,935.32266,-52.5063,169.50081,903.36092,251.80589,209.34894,972.39117,-26.68876,186.22676,928.7921,269.17123,99.16741,1005.39391,36.87888,97.34506,961.69934,314.60227
IMG_4017.jpeg,Скручивания на пресс,701.13399,777.49251,-69.58351,729.07997,778.41285,-95.54475,733.58079,782.464,-95.27233,738.12044,786.73144,-95.28771,720.88758,771.92934,-46.511,719.70672,771.29942,-46.32372,718.27313,770.79008,-46.25739,747.32733,814.75542,-137.93154,723.45915,792.5014,93.85448,696.71974,803.26052,-81.53415,685.88723,796.17822,-13.67352,688.1729,879.76983,-233.0865,656.00529,845.60814,184.60374,713.82848,743.99214,-248.33825,643.02184,734.92021,186.45686,750.62561,772.61138,53.29015,718.58247,781.95301,76.52777,765.38906,770.90304,69.58162,738.98826,795.24239,63.63685,747.63094,803.7,60.16959,742.93953,808.70177,96.61924,739.49787,805.97241,57.71228,732.032,806.28174,82.94328,332.2907,902.35828,-152.28636,340.37896,868.96413,152.2549,135.03143,712.5244,-237.12666,181.88065,723.12432,162.22561,159.16054,944.52373,15.2935,152.53134,909.86884,359.17814,196.34961,980.01965,48.83179,168.47241,934.74887,379.36789,81.65487,1016.48788,110.76492,83.98537,969.29247,407.37705
IMG_4018.jpeg,Скручивания на пресс,711.40832,785.89409,-63.00426,743.14706,784.88408,-89.85537,748.58463,789.80157,-89.4203,754.03356,794.97734,-89.42733,733.30496,777.05469,-41.55038,731.83252,775.37508,-41.48686,730.12748,773.73029,-41.45501,766.39783,823.29649,-120.98681,736.84635,794.41941,106.75869,709.2567,814.12229,-68.93036,696.17138,804.28094,-2.58053,707.60792,895.85484,-231.04125,678.66615,839.4402,143.40313,739.34888,800.01906,-431.60907,686.14648,715.63779,-49.38099,749.18022,828.05302,-363.57702,723.64442,813.17957,-314.80232,755.01982,833.87794,-376.28994,729.6228,839.47961,-352.6651,739.33733,857.16242,-385.76572,730.22382,855.12756,-301.67886,733.27495,856.48315,-368.77235,722.44096,848.22785,-304.60964,338.36865,907.76572,-145.39141,348.7596,862.03965,145.48359,128.31397,705.79052,-276.32147,187.01956,707.09789,121.05834,162.71477,941.78017,19.98459,164.27006,904.82317,393.95977,202.36901,976.05684,57.52936,178.99247,933.30617,423.84102,80.79576,1006.33791,120.54595,94.30649,952.38046,464.61415
IMG_4026.jpeg,Скручивания на пресс,710.98226,760.75365,-27.28611,741.96788,757.62583,-42.96231,747.65014,762.40154,-42.7123,753.3632,767.36688,-42.75016,731.94258,748.11987,-0.30642,730.51313,745.91384,-0.2143,728.91588,743.8268,-0.20737,769.46845,793.63755,-45.96844,739.85933,762.89079,154.89839,711.86641,789.72499,-24.85746,698.85015,779.51151,34.05819,718.12235,871.37049,-130.90576,675.59977,827.13792,196.35338,677.42162,748.3155,-177.23229,596.84721,727.205,-19.66364,740.13294,735.92643,29.34724,687.43774,777.34292,-313.49931,765.11807,725.51984,28.08032,714.53457,792.17802,-355.96304,757.67519,752.68302,24.60224,726.80753,799.92587,-310.64636,746.77423,756.14393,31.91273,713.88084,800.69587,-307.2904,358.85567,917.79681,-140.33989,362.498,877.77309,140.38087,150.78546,715.14358,-260.47821,185.46927,716.57031,106.58548,179.44905,944.19838,-47.24245,170.24396,898.65437,276.76759,217.42937,975.42003,-18.53207,190.94742,922.07323,294.40859,104.15864,1017.66687,17.24044,95.10368,962.55341,319.24521
IMG_4027.jpeg,Скручивания на пресс,712.05025,795.03262,-173.31967,744.2913,794.63918,-186.73585,750.36395,800.2855,-186.36356,756.49048,806.11426,-186.3208,732.73301,782.78443,-144.04954,730.74079,779.42815,-143.86886,728.53532,776.11005,-143.7839,773.65672,832.50434,-150.45575,738.72254,792.37744,47.66717,714.71016,823.62777,-155.35037,700.17798,810.11499,-96.72787,727.38407,905.38158,-228.2054,678.58713,830.06482,81.75864,732.63011,781.79557,-410.45863,609.50143,701.49461,-209.96358,749.40887,775.12012,-289.561,687.63387,790.64416,-557.61378,763.92995,767.56753,-300.68583,706.41487,816.5436,-612.20674,751.42212,797.04932,-299.54954,717.9246,828.07529,-560.43646,742.25545,799.01396,-289.84765,706.195,824.11408,-547.96598,360.82065,936.07729,-137.83694,368.17032,874.75092,138.06537,141.39323,718.99734,-282.28137,196.35734,710.77573,64.49567,175.77122,938.55157,21.78372,174.19478,894.44429,340.55996,216.08632,971.30661,60.6502,191.91745,919.04939,371.47065,93.27719,1004.845,111.48262,95.6742,949.96321,405.71673
IMG_4034.jpeg,Скручивания на пресс,107.41914,773.17615,141.80216,86.99956,776.75268,168.8324,85.86193,778.17359,169.00406,84.69603,779.19978,168.75733,86.08551,781.02252,106.02787,83.68743,785.78413,106.05965,81.37684,790.57334,105.58751,83.09883,802.41468,319.29459,79.04826,818.41473,53.26286,120.71176,784.37427,195.8573,119.09711,791.15183,120.99509,180.7192,808.81776,413.97629,151.63351,895.9529,-113.38071,254.30782,711.67915,259.97895,216.86843,797.16206,-477.89569,117.2973,770.22265,-55.56355,74.65076,803.1379,-632.26326,70.37327,783.90387,-117.52833,28.09997,796.71767,-643.25138,61.63003,794.62401,-73.37908,32.29033,822.43025,-639.22652,79.30852,792.74514,-51.85427,53.50614,823.88764,-627.26961,432.37281,823.72758,198.36424,443.46313,888.12751,-197.79477,607.15263,647.43191,162.30326,626.29505,698.29726,-287.39265,663.05186,854.09907,393.59678,658.8901,900.99216,-41.30584,639.95255,887.41529,421.19818,633.73649,936.91875,-8.17738,766.7091,911.51149,451.61456,770.0213,953.42358,31.6789
